CustomerID,LastPurchase,Frequency,Monetary,Recency
17708,12:00.0,2,267.08,187
17459,25:00.0,2,657.3,43
16477,44:00.0,7,2494.46,63
14854,00:00.0,7,2759.83,78
17018,42:00.0,2,920.1,40
18149,04:00.0,3,612.08,50
15395,40:00.0,1,107.45,325
12690,09:00.0,1,389.01,205
15985,31:00.0,2,1142.42,123
15444,37:00.0,2,1418.26,9
17608,06:00.0,2,193.42,33
13772,43:00.0,3,1132.13,33
16526,02:00.0,1,290.36,171
16174,26:00.0,3,1009.55,126
14514,05:00.0,3,1055.35,61
16506,17:00.0,2,90.3,19
15510,10:00.0,1,250,330
15178,12:00.0,1,40.5,260
16861,05:00.0,2,173.76,59
17193,47:00.0,7,1699.3,35
15533,35:00.0,3,807.57,19
15201,53:00.0,5,1236.54,87
16529,23:00.0,1,455.25,190
18072,44:00.0,1,247.44,185
15865,43:00.0,3,895.13,40
14869,36:00.0,2,725.7,8
17408,53:00.0,1,32.65,163
14800,46:00.0,12,4339.74,47
13804,32:00.0,7,2635.79,30
15132,10:00.0,5,977.93,18
13140,33:00.0,3,423.72,108
12808,05:00.0,3,483.65,36
15819,50:00.0,4,1905.45,49
14159,36:00.0,11,4693.01,19
13827,38:00.0,3,412.05,57
13495,21:00.0,5,2044.87,7
14491,22:00.0,2,340.93,175
14823,12:00.0,3,321.43,180
13094,07:00.0,12,1927.32,21
17007,47:00.0,6,889.93,50
15009,35:00.0,3,1261.78,12
15679,19:00.0,4,781.28,24
13681,13:00.0,4,827.83,17
14345,51:00.0,1,108.98,38
17594,34:00.0,2,993.18,85
16343,45:00.0,2,370.48,16
15673,12:00.0,4,2881.02,88
17671,21:00.0,4,1572.71,15
13017,53:00.0,1,204,7
12430,09:00.0,1,256.4,43
15656,56:00.0,4,748.5,45
13658,13:00.0,5,2639.17,9
13117,02:00.0,8,984.91,21
16320,25:00.0,2,1038.46,172
12994,43:00.0,3,974.42,4
13781,08:00.0,1,127.84,250
12453,08:00.0,1,707.09,134
18281,53:00.0,1,80.82,180
12971,20:00.0,86,11189.91,3
12802,36:00.0,1,427.58,186
18212,14:00.0,1,248.42,326
17548,01:00.0,1,103.3,233
16884,52:00.0,2,429.84,37
13635,55:00.0,1,1071.03,67
17053,23:00.0,1,498.48,130
17571,57:00.0,4,1498.51,50
16907,04:00.0,5,981.65,29
12948,10:00.0,7,2064.95,16
12407,11:00.0,5,1708.12,49
18235,27:00.0,3,1796.48,71
17694,00:00.0,1,283.12,141
13489,16:00.0,4,449.52,105
17030,49:00.0,1,146.87,63
16366,19:00.0,1,327.3,18
13263,59:00.0,35,7454.07,1
18172,12:00.0,20,7561.68,14
14591,57:00.0,4,1447.14,15
13844,21:00.0,1,361.62,11
13512,03:00.0,1,251.21,260
12516,13:00.0,2,1312.06,77
16097,47:00.0,1,185.05,240
17425,30:00.0,2,759.17,19
12576,11:00.0,5,1315.83,35
15410,47:00.0,8,3450.84,84
17734,33:00.0,3,700.63,53
12871,07:00.0,2,380.64,84
12908,39:00.0,2,750,176
17531,17:00.0,1,296.7,190
13203,45:00.0,4,869.46,9
16738,46:00.0,1,3.75,297
16406,57:00.0,1,163.07,18
14199,44:00.0,1,185.4,218
13890,36:00.0,10,1883.81,1
15719,29:00.0,13,5045.61,32
14723,23:00.0,6,1158.3,10
18218,53:00.0,2,662.08,211
15218,48:00.0,11,5756.89,10
17047,27:00.0,3,1100.9,85
15965,44:00.0,4,845.64,17
13558,24:00.0,4,605.06,5
17886,09:00.0,3,899.61,31
14886,56:00.0,1,364.8,252
15032,03:00.0,3,4959.1,256
14282,04:00.0,15,3729.34,3
13950,44:00.0,4,745.06,11
18032,32:00.0,1,73.5,334
16360,16:00.0,6,3512.53,4
14036,26:00.0,1,626.65,284
14577,47:00.0,4,859.71,12
15573,38:00.0,2,607.45,31
15364,46:00.0,2,913.19,95
14096,17:00.0,17,65164.79,4
17339,29:00.0,2,243.36,94
17677,56:00.0,30,16363.23,1
16011,31:00.0,16,3362.71,8
13011,22:00.0,1,50.55,372
15424,02:00.0,2,383.34,254
16260,40:00.0,1,1035.45,50
17588,37:00.0,3,1240.2,100
17926,39:00.0,2,397.29,133
13349,07:00.0,1,247.32,10
12762,23:00.0,2,1898.52,7
12662,59:00.0,11,3849.78,0
16652,38:00.0,7,6773.97,58
13990,19:00.0,1,311.3,213
16990,30:00.0,1,179,218
13449,28:00.0,1,291.88,23
16947,38:00.0,1,406.48,235
17634,09:00.0,9,2361.97,36
14385,36:00.0,3,202.11,9
17631,47:00.0,3,528.33,1
17880,21:00.0,1,458.92,364
16303,49:00.0,3,5360.63,25
17385,02:00.0,1,261.11,14
16552,04:00.0,2,379.73,242
13157,50:00.0,4,1741.22,49
17239,41:00.0,1,382.5,312
16157,41:00.0,3,656.69,15
12370,51:00.0,4,3545.69,51
16698,52:00.0,2,1998,226
12616,17:00.0,2,713.3,95
15759,13:00.0,3,253.04,218
15427,29:00.0,3,1483.14,33
14265,32:00.0,2,530.18,109
15261,20:00.0,1,254.82,135
16423,21:00.0,1,346.12,24
14929,21:00.0,1,223.88,32
15925,35:00.0,1,207.15,194
14408,41:00.0,7,2606.53,10
15570,47:00.0,12,4165.52,7
12865,31:00.0,2,1568.23,26
13744,19:00.0,2,1156.36,95
16801,33:00.0,4,1619.73,163
17468,33:00.0,2,137,10
13718,24:00.0,2,306.55,246
17797,21:00.0,3,780.43,22
17133,27:00.0,7,4892.24,15
12722,50:00.0,4,997.63,85
14551,36:00.0,2,186.23,18
12891,31:00.0,3,331,185
13555,36:00.0,4,4149.28,73
13887,22:00.0,1,349.55,204
17491,18:00.0,10,3558.87,1
14737,16:00.0,3,1164.55,3
12536,20:00.0,3,12601.83,43
17442,17:00.0,6,2248.56,36
15782,49:00.0,3,2614.74,9
12413,00:00.0,3,758.1,66
13532,25:00.0,1,210.31,33
14073,49:00.0,1,151.04,32
15118,54:00.0,1,244.8,134
16778,48:00.0,2,245.94,74
13077,24:00.0,4,729.27,1
14196,25:00.0,1,335.52,106
16094,45:00.0,4,1078.23,11
16592,49:00.0,16,4113.68,4
14428,17:00.0,5,1244.83,7
14594,28:00.0,2,379.83,7
12679,30:00.0,4,1113.02,58
15092,10:00.0,2,457.81,215
17256,30:00.0,2,240,107
16758,47:00.0,1,369.34,65
13930,45:00.0,2,337.34,57
18009,36:00.0,1,257.34,235
18109,36:00.0,26,8052.97,1
12822,04:00.0,2,948.88,70
16658,47:00.0,1,123.24,368
14451,38:00.0,2,662.59,60
15951,34:00.0,2,708.22,8
13953,04:00.0,7,3515.68,7
12656,42:00.0,5,4051.17,17
15945,14:00.0,1,181,365
13787,06:00.0,2,309.04,75
16117,42:00.0,1,232.21,189
13389,01:00.0,3,797.96,11
13220,38:00.0,4,819.29,78
17299,01:00.0,4,669.11,11
17966,26:00.0,5,1098.43,37
16466,35:00.0,7,1603.46,33
15802,38:00.0,1,451.42,142
14720,02:00.0,3,663.81,5
12556,06:00.0,2,603.71,50
15384,57:00.0,2,642.41,169
14053,27:00.0,2,260.25,124
14030,48:00.0,8,2360.09,18
17817,39:00.0,3,387.68,4
16735,49:00.0,5,2300.56,78
12579,15:00.0,1,440.42,78
15825,27:00.0,1,532.94,172
12599,34:00.0,7,1032.58,29
16180,28:00.0,8,10254.18,100
14508,48:00.0,2,276.42,22
16927,10:00.0,3,543.05,115
16678,17:00.0,12,3109.99,2
14259,44:00.0,1,120,141
12350,01:00.0,1,334.4,310
16429,54:00.0,1,284.55,106
17176,41:00.0,1,306.13,201
13761,01:00.0,2,1070.65,50
13867,48:00.0,3,1015.29,31
13240,08:00.0,4,663.65,96
16572,34:00.0,3,1009.6,127
17070,01:00.0,1,312.14,114
17697,40:00.0,1,338.95,236
14863,04:00.0,1,266.76,29
13369,30:00.0,1,308.28,365
15882,35:00.0,4,516.36,198
15304,23:00.0,8,694.4,60
16715,15:00.0,1,301.72,78
14222,42:00.0,1,683.17,177
13973,21:00.0,1,264.7,287
15241,05:00.0,8,1756.44,66
15696,02:00.0,8,2736.46,33
14700,40:00.0,3,2235.3,32
17946,00:00.0,2,149.58,233
12991,34:00.0,2,503.76,23
13618,09:00.0,1,177.34,173
16323,48:00.0,1,207.5,196
13426,59:00.0,10,3641.32,0
17511,12:00.0,31,91062.38,2
15341,40:00.0,1,2020.52,80
15347,25:00.0,1,201.6,366
13183,30:00.0,9,3957.78,7
15098,33:00.0,3,39916.5,182
17262,56:00.0,5,1253.36,52
17505,50:00.0,2,1145.84,161
15596,55:00.0,5,1406.59,100
17760,56:00.0,2,287.59,21
13177,56:00.0,1,282.45,64
17611,29:00.0,15,3984.22,7
12785,48:00.0,1,311.95,364
13824,41:00.0,5,1698.94,32
15447,26:00.0,1,155.17,330
17654,17:00.0,1,117.55,277
15988,23:00.0,1,158.03,19
13283,50:00.0,2,93.66,59
12642,03:00.0,3,1013.26,25
12885,40:00.0,3,1175.22,63
17213,53:00.0,7,2781.23,40
16131,53:00.0,6,3506.54,51
14557,48:00.0,1,788.38,85
15049,13:00.0,1,121.17,273
13967,02:00.0,1,80.7,145
15888,30:00.0,1,168.31,80
16721,08:00.0,1,292.47,262
14806,32:00.0,1,193.39,75
15639,30:00.0,1,425.32,134
15739,42:00.0,1,449.12,66
13575,14:00.0,5,732.07,23
14657,47:00.0,4,848.22,17
12493,17:00.0,2,433.74,165
14116,29:00.0,5,1382.74,19
13034,21:00.0,2,642.77,54
15198,42:00.0,2,193.64,92
17362,43:00.0,2,312.23,239
14680,59:00.0,16,28754.11,25
16672,29:00.0,20,8134.94,2
15344,45:00.0,3,563.94,0
18261,36:00.0,2,324.24,43
16008,32:00.0,3,478.78,23
15676,40:00.0,3,3435.76,18
14348,23:00.0,1,409.57,260
12427,56:00.0,3,825.8,21
15012,22:00.0,2,423.04,53
16340,53:00.0,1,549.07,107
16363,14:00.0,1,109.36,53
17574,47:00.0,1,185.65,242
17027,24:00.0,6,890.29,78
15699,26:00.0,1,309.65,17
17359,37:00.0,1,127.86,11
15367,13:00.0,4,1877.59,57
17906,25:00.0,1,72.9,247
16031,07:00.0,2,548.94,92
15035,08:00.0,1,252.73,89
12473,46:00.0,5,3938.55,29
13137,09:00.0,8,3650.41,10
15722,43:00.0,5,2222.56,35
17883,49:00.0,4,671.77,3
18215,05:00.0,1,299.34,89
17050,48:00.0,6,3228.84,96
13801,15:00.0,1,324.8,66
17714,32:00.0,1,153,320
17551,12:00.0,1,306.84,359
16887,07:00.0,1,194.88,35
16386,28:00.0,2,317.2,28
17382,05:00.0,1,65.4,65
16718,03:00.0,1,623.75,369
17219,25:00.0,1,114.23,31
16054,08:00.0,1,783.9,145
12450,41:00.0,2,197.88,156
16409,45:00.0,5,2028.88,36
12782,16:00.0,5,2330.92,4
17737,16:00.0,2,168.24,9
17860,41:00.0,1,252.8,368
17528,27:00.0,8,3628.5,1
18069,03:00.0,5,2036.67,26
18192,53:00.0,1,957.97,71
17073,47:00.0,4,1446.09,17
16532,08:00.0,3,6748.8,17
16200,40:00.0,2,1080.62,4
17405,12:00.0,3,1031.41,1
17428,45:00.0,28,17256.85,0
15845,42:00.0,8,3711.77,17
13592,49:00.0,4,247.96,35
18092,14:00.0,11,9068.26,2
17173,40:00.0,8,3766.6,5
15181,58:00.0,3,689.48,66
13515,26:00.0,4,891.12,72
12928,24:00.0,5,2062.7,35
14179,07:00.0,2,719.78,40
16509,25:00.0,1,363.7,296
15507,19:00.0,1,492.36,171
14156,54:00.0,55,117379.63,9
12951,14:00.0,6,1064.07,8
12828,45:00.0,6,1018.71,2
13492,25:00.0,3,1269.84,136
14820,41:00.0,4,507.29,21
15822,50:00.0,2,885.47,3
13615,21:00.0,1,417.69,318
14494,21:00.0,1,139.56,25
15158,53:00.0,1,401.4,45
14889,19:00.0,1,135.9,336
14966,20:00.0,1,191.32,14
17720,04:00.0,4,1195.94,26
13807,48:00.0,1,112.6,367
12974,33:00.0,1,144.8,197
15799,46:00.0,3,884.14,75
16217,31:00.0,2,304.25,235
15553,02:00.0,1,437.23,60
15135,16:00.0,1,139.05,239
16881,33:00.0,1,432,66
13638,38:00.0,1,122.64,15
14448,50:00.0,2,375.35,9
13784,33:00.0,11,2462.79,9
14866,45:00.0,12,14389.9,10
15653,49:00.0,2,877.44,92
13120,19:00.0,1,30.6,238
15530,25:00.0,4,1502.35,21
14342,21:00.0,4,668.56,21
13097,43:00.0,10,6010.42,32
14093,27:00.0,1,442.85,12
13014,27:00.0,10,3466.28,10
17591,42:00.0,7,2225.97,73
17674,35:00.0,2,551.04,74
17923,15:00.0,1,207.5,282
16595,15:00.0,1,360.16,61
17236,00:00.0,6,916.13,12
17033,34:00.0,3,1030.14,86
16904,10:00.0,16,3754.27,4
12410,39:00.0,2,693.33,308
15361,52:00.0,1,418.92,361
15576,03:00.0,1,940.67,37
12968,44:00.0,1,135.95,112
14972,54:00.0,1,114.77,128
14640,07:00.0,6,2125.08,24
17969,00:00.0,2,228.2,166
12719,45:00.0,2,644.95,5
16987,26:00.0,7,1625.05,3
12659,53:00.0,1,91.68,29
16655,25:00.0,6,3794.52,17
16950,06:00.0,3,1178.56,56
17282,29:00.0,3,1703.41,130
13655,25:00.0,2,932.97,114
15327,55:00.0,1,208.75,52
15659,23:00.0,1,306.45,43
18278,58:00.0,1,173.9,73
12573,52:00.0,1,160.54,227
16841,51:00.0,6,1869.82,36
15513,36:00.0,19,14758.22,33
15762,15:00.0,2,583.75,65
17090,44:00.0,7,2043.95,4
12513,51:00.0,1,612.29,112
13260,21:00.0,1,557.62,61
15175,31:00.0,1,224.14,71
13598,28:00.0,1,180.17,47
17777,02:00.0,3,665.86,24
12619,52:00.0,9,3641.24,16
13160,07:00.0,1,91.8,22
14285,50:00.0,4,1910.01,21
16449,25:00.0,2,707.69,197
14488,30:00.0,1,1064.28,67
13947,42:00.0,1,90.6,65
14388,32:00.0,8,3212.84,10
13552,19:00.0,12,3740.07,66
16549,06:00.0,10,4154.64,10
15716,59:00.0,4,1118.81,145
15467,17:00.0,3,524.88,9
14139,34:00.0,1,415.82,46
15221,08:00.0,1,403.25,366
14239,40:00.0,11,2380.85,43
13452,19:00.0,2,590,259
14534,19:00.0,18,4447.05,2
13993,06:00.0,9,3466.36,42
15321,40:00.0,3,2748.31,70
15862,28:00.0,4,832.88,8
14780,46:00.0,2,447.68,54
16403,39:00.0,1,177.5,312
15075,27:00.0,1,773.03,77
15593,46:00.0,1,199.8,70
18178,30:00.0,4,1590.81,128
14099,53:00.0,11,3104.17,16
16257,11:00.0,1,46.95,176
16589,50:00.0,3,459.24,71
12510,15:00.0,2,982.57,142
15095,01:00.0,4,1370.6,103
16091,45:00.0,2,315.06,154
14597,13:00.0,2,883.15,11
14431,40:00.0,1,470.36,302
15238,28:00.0,3,1071.99,29
14740,17:00.0,3,1448.21,197
14076,19:00.0,1,122.47,129
14242,46:00.0,2,280.55,234
12367,48:00.0,1,168.9,4
12390,33:00.0,1,549.84,79
16469,25:00.0,4,650.43,23
15805,32:00.0,17,5528.48,23
16804,43:00.0,3,536.99,23
17800,57:00.0,9,1199.01,37
14883,23:00.0,6,761.59,18
13223,03:00.0,2,163.2,200
12559,49:00.0,2,561.71,310
14050,00:00.0,2,746.36,31
14219,23:00.0,1,89.94,4
18129,16:00.0,1,112.55,243
12868,42:00.0,6,1607.06,185
15450,11:00.0,1,429.84,30
13200,35:00.0,4,870.09,19
18155,32:00.0,3,371.62,75
13741,19:00.0,3,668.43,71
16114,13:00.0,1,135.75,170
16446,15:00.0,2,168472.5,0
17110,58:00.0,1,163.3,165
13266,39:00.0,12,3834.26,11
17422,27:00.0,6,1979.37,16
17179,48:00.0,3,711.79,178
13509,10:00.0,7,979.72,8
17843,33:00.0,1,205.48,303
15258,30:00.0,2,623.16,168
17345,03:00.0,4,537.74,15
13764,03:00.0,3,1521.76,70
12845,34:00.0,4,354.09,267
15264,49:00.0,1,393.74,64
13343,24:00.0,1,353.43,177
16781,26:00.0,1,311.25,372
15281,10:00.0,9,2332.15,58
17986,22:00.0,1,20.8,56
15115,59:00.0,1,340.11,18
17279,58:00.0,1,187.83,57
14056,36:00.0,23,8214.65,1
18135,32:00.0,5,681.91,29
13884,30:00.0,5,787.6,7
12553,38:00.0,10,3692.28,8
16048,28:00.0,2,256.44,373
15971,50:00.0,12,4199.85,17
17302,36:00.0,5,1135.63,14
16638,09:00.0,10,1680.72,22
12725,45:00.0,1,427.8,371
12702,36:00.0,1,219,19
16071,14:00.0,1,326.24,44
15407,55:00.0,4,1056.44,33
17153,42:00.0,1,213.78,24
13243,14:00.0,1,600.07,203
15948,32:00.0,2,955.24,8
16612,38:00.0,4,1187.66,32
18112,43:00.0,2,352.69,12
13366,37:00.0,1,56.16,50
17757,31:00.0,30,5605.29,1
12682,00:00.0,31,12288.22,3
12931,39:00.0,15,42055.96,21
12433,02:00.0,7,13375.87,0
14176,12:00.0,4,576.9,297
17508,10:00.0,1,387.31,280
18006,52:00.0,1,444.68,23
17010,49:00.0,1,195.36,18
13927,00:00.0,1,348.99,74
13429,10:00.0,4,1006.8,10
17259,01:00.0,2,603.37,148
18255,16:00.0,1,103.3,89
16761,15:00.0,1,316.62,96
13678,14:00.0,1,232.6,151
17365,13:00.0,8,4801.56,12
16240,30:00.0,2,3718.8,24
17900,38:00.0,2,112.2,190
17402,15:00.0,13,2633.85,4
17863,45:00.0,6,3160,59
13037,46:00.0,3,881.07,138
14697,39:00.0,2,188.61,218
15195,20:00.0,1,3861,2
13572,59:00.0,1,1384.25,205
15301,57:00.0,12,5070.35,50
15550,38:00.0,4,575.63,4
15636,17:00.0,2,724.76,89
14554,44:00.0,4,2381.04,10
16383,45:00.0,2,668.36,74
14305,29:00.0,3,1858.96,71
14946,33:00.0,1,100.9,14
16569,32:00.0,1,124.2,3
13323,12:00.0,5,787.85,3
17651,29:00.0,10,3945,11
14368,52:00.0,1,155,319
17614,01:00.0,1,390.07,57
16177,57:00.0,1,331.95,50
12347,52:00.0,7,4310,2
14511,05:00.0,5,1314.81,11
16426,01:00.0,10,1908.25,2
14262,17:00.0,8,2618.23,8
12596,02:00.0,2,618.27,51
16924,53:00.0,3,846.75,21
14013,01:00.0,3,473.02,110
14760,27:00.0,1,89.2,297
17949,46:00.0,45,58510.48,1
16283,08:00.0,5,1570.81,5
16818,41:00.0,11,3349.57,10
12490,07:00.0,10,5417.93,5
14113,18:00.0,4,1840.42,3
14660,34:00.0,2,285.74,86
16824,38:00.0,2,460.64,15
13721,05:00.0,1,524.14,36
16967,24:00.0,1,319.02,189
16134,05:00.0,2,618.09,21
15885,43:00.0,3,379.35,92
15052,52:00.0,1,215.78,319
12639,48:00.0,1,486.1,238
14803,58:00.0,3,845.55,162
12888,02:00.0,2,354.12,214
18198,49:00.0,17,5425.56,4
13870,23:00.0,8,2770.94,2
16034,17:00.0,3,437.7,196
14903,07:00.0,5,2810.63,21
14952,33:00.0,11,8099.49,59
15493,04:00.0,5,2001.8,32
12739,00:00.0,2,1013.04,78
13280,14:00.0,3,814.86,122
13821,49:00.0,2,385.64,144
14411,56:00.0,1,1063,310
13329,29:00.0,2,789,31
14362,08:00.0,1,161.2,22
16767,42:00.0,11,5580.6,30
13186,40:00.0,3,1575.89,39
18095,50:00.0,2,580.05,312
16103,16:00.0,6,1429.64,7
13518,29:00.0,1,659.44,85
12854,15:00.0,3,1324.5,78
12522,30:00.0,2,192.72,39
17763,25:00.0,1,15,263
13850,04:00.0,1,1595.48,129
17431,36:00.0,1,403.3,313
13209,54:00.0,8,5891.61,30
16744,06:00.0,7,1304.76,11
16412,35:00.0,1,151.83,53
12545,39:00.0,2,1000.39,75
13873,08:00.0,3,389.6,119
16080,42:00.0,2,217.16,81
14752,55:00.0,1,389.64,43
15416,38:00.0,4,3984.32,64
17076,53:00.0,3,841.08,36
12877,30:00.0,12,1535.77,3
14205,55:00.0,2,466.7,16
14537,54:00.0,1,355.56,57
15748,51:00.0,1,149.31,40
17809,59:00.0,12,5411.91,16
12476,40:00.0,11,6816.42,15
16458,34:00.0,18,3482.74,2
18118,32:00.0,26,5653.82,10
17122,33:00.0,1,138.32,119
17454,58:00.0,4,517.53,192
16790,53:00.0,6,1545.62,3
17786,51:00.0,2,278.74,85
12831,02:00.0,1,215.05,262
16936,04:00.0,1,262.68,25
16930,13:00.0,3,380.55,26
16266,08:00.0,7,861.89,73
15602,14:00.0,9,1297.87,8
14351,56:00.0,1,51,164
13023,27:00.0,2,689.9,64
12353,47:00.0,1,89,204
17600,43:00.0,1,161.67,17
13000,43:00.0,3,534.85,106
15625,21:00.0,4,1534.26,103
18164,56:00.0,1,399.65,37
18287,29:00.0,3,1837.28,42
16953,54:00.0,1,20.8,30
17623,32:00.0,1,527.05,32
15061,06:00.0,48,54534.14,3
14397,22:00.0,19,2612.96,2
13564,33:00.0,3,1749.02,144
15725,51:00.0,1,415.25,15
16389,41:00.0,4,1382.07,53
15556,08:00.0,1,279.77,24
14251,32:00.0,5,2879.7,1
15038,33:00.0,6,705.49,58
16243,32:00.0,2,409.1,33
13710,16:00.0,1,180.48,31
15579,45:00.0,2,348.6,68
14915,34:00.0,2,307.48,91
17769,18:00.0,10,3997.98,12
13856,03:00.0,3,388.5,168
17686,39:00.0,7,5739.46,7
13441,38:00.0,1,296.64,91
14769,24:00.0,8,10674.75,2
15516,51:00.0,3,62.43,44
15184,41:00.0,2,406.76,29
14188,45:00.0,6,2054.36,30
18018,37:00.0,2,122.14,108
14437,27:00.0,1,63,365
13750,16:00.0,5,1647.26,53
14543,45:00.0,16,3630.33,28
15078,41:00.0,32,9743.11,7
12754,00:00.0,3,3010.74,235
16203,31:00.0,4,592.9,58
18078,32:00.0,2,336.13,217
14082,02:00.0,1,182.25,364
14875,20:00.0,2,1465.32,107
17082,17:00.0,2,2003.85,33
12562,20:00.0,7,3781.74,8
16558,20:00.0,20,8338.49,0
16395,50:00.0,5,1486.9,60
13309,34:00.0,5,1456.79,7
16644,39:00.0,2,833.78,177
16063,56:00.0,1,335.32,260
13395,04:00.0,1,307.72,185
17723,37:00.0,6,3276.4,127
17391,58:00.0,2,508.8,163
15562,55:00.0,1,134.55,351
17640,13:00.0,1,621.66,86
17972,16:00.0,1,136.04,241
15230,39:00.0,2,429.6,239
15708,54:00.0,7,3364.24,40
12708,52:00.0,10,2712.91,29
15376,04:00.0,3,1233.36,40
16999,53:00.0,2,484.82,23
16249,07:00.0,5,1800.07,52
13704,13:00.0,9,2308.06,5
12917,42:00.0,1,594,128
14245,40:00.0,2,1693.45,219
13249,26:00.0,3,711.41,92
12622,39:00.0,1,180.1,232
17245,43:00.0,1,171.45,204
15917,40:00.0,1,123.1,247
17331,55:00.0,1,175.2,123
17932,49:00.0,3,1331.57,29
15021,53:00.0,9,1914.82,8
15270,24:00.0,7,2379.49,15
16349,40:00.0,1,53.5,290
13355,48:00.0,1,674.7,122
14932,48:00.0,1,363.53,365
16598,42:00.0,1,145.05,285
12668,56:00.0,4,3807.15,11
14291,26:00.0,11,3883.25,1
13455,21:00.0,2,1058.34,24
14334,01:00.0,8,2552.21,16
17832,43:00.0,1,155.37,49
17291,04:00.0,1,550.8,308
15619,14:00.0,1,336.4,10
16498,07:00.0,2,100.97,161
15957,14:00.0,1,428.89,31
14142,33:00.0,1,311.81,373
15811,31:00.0,6,2218.62,22
17139,12:00.0,12,10668.47,15
14978,07:00.0,5,1931.42,72
18224,30:00.0,1,158.95,263
16057,23:00.0,7,2263.12,16
14729,43:00.0,1,313.49,373
14975,08:00.0,1,279.94,57
16306,12:00.0,6,632.27,213
15224,02:00.0,2,322.08,358
13647,00:00.0,4,1678.12,9
12814,11:00.0,1,125.92,101
14583,32:00.0,5,1052.55,5
15370,58:00.0,7,2386.05,40
13501,59:00.0,1,1340.32,288
14829,16:00.0,4,697.55,29
15665,57:00.0,2,2242.01,168
15124,09:00.0,2,184.19,22
14288,22:00.0,1,426.6,213
13767,00:00.0,37,17220.36,2
16684,06:00.0,28,66653.56,4
13269,53:00.0,15,5346.23,1
16186,43:00.0,12,4006.94,22
17680,42:00.0,1,184.4,23
16850,09:00.0,1,332.41,333
17348,25:00.0,5,1159.52,14
17846,20:00.0,1,2033.1,85
13103,38:00.0,1,243.94,39
12748,20:00.0,210,33719.73,0
13246,50:00.0,6,1987.3,18
17205,46:00.0,1,384.08,53
17703,51:00.0,3,798.74,35
17062,01:00.0,4,538.37,313
18058,38:00.0,1,170.16,9
14145,10:00.0,4,3742.2,46
14477,11:00.0,4,1309.6,19
15808,33:00.0,4,3734.97,306
13481,07:00.0,5,1804.56,45
15831,14:00.0,3,801.76,58
13126,00:00.0,8,2099.64,4
18081,30:00.0,3,343.45,36
17540,56:00.0,2,578.9,24
15167,41:00.0,1,163,320
12462,11:00.0,2,1189.59,18
14102,38:00.0,5,1360.28,5
16515,10:00.0,5,1627.13,52
18015,49:00.0,1,120.03,4
18181,08:00.0,1,382.8,24
15353,15:00.0,2,777.02,254
17517,48:00.0,1,153.94,308
16017,56:00.0,1,211.88,47
14600,48:00.0,1,393.33,305
13936,47:00.0,1,376.58,179
12436,09:00.0,1,509.01,99
14002,55:00.0,2,529.73,134
16000,17:00.0,3,12393.7,2
14500,45:00.0,3,356.85,88
13461,01:00.0,3,1445,38
15994,28:00.0,1,427.07,54
15453,59:00.0,7,1388.37,1
13959,06:00.0,3,598.2,79
18158,19:00.0,2,453.4,9
13295,21:00.0,1,201.2,359
16807,00:00.0,3,1121.59,142
15974,13:00.0,7,3442.15,39
16143,13:00.0,6,2424.94,3
12728,31:00.0,4,836.33,71
17889,26:00.0,2,203.87,212
13810,33:00.0,3,1499.01,28
14643,41:00.0,2,693.81,170
13146,29:00.0,1,228.91,26
13979,32:00.0,1,869.87,73
15874,31:00.0,7,4405.88,63
14620,58:00.0,2,412.78,205
12628,15:00.0,3,786.46,4
16784,20:00.0,1,107.6,19
17325,09:00.0,1,96.8,280
14079,10:00.0,1,375.1,124
13169,11:00.0,2,712.88,63
17374,05:00.0,2,495.77,218
14792,19:00.0,1,6.2,63
17866,07:00.0,1,329.65,142
15333,27:00.0,1,1028.56,208
14022,39:00.0,1,440,225
13524,34:00.0,5,680.18,40
14271,47:00.0,1,112.32,225
15433,45:00.0,2,533.3,213
18101,37:00.0,2,223.65,11
17603,18:00.0,1,394.72,78
14520,46:00.0,2,270.6,1
17852,36:00.0,2,114.34,11
16037,13:00.0,3,855.02,269
13418,23:00.0,18,6127.43,11
16535,18:00.0,1,593.75,5
14414,09:00.0,7,1496.98,91
17746,31:00.0,1,110.25,240
14912,20:00.0,2,867.85,16
15041,16:00.0,1,180.35,170
15539,36:00.0,1,538.46,7
16727,48:00.0,1,272.82,364
12648,55:00.0,1,318.05,154
15894,50:00.0,2,263.55,253
13226,35:00.0,1,108.21,273
12399,15:00.0,4,1108.65,119
17554,15:00.0,5,1952.45,1
16976,33:00.0,1,251.52,267
15645,55:00.0,1,612.01,18
12977,40:00.0,1,39.24,156
14059,06:00.0,1,183.6,266
17368,26:00.0,8,1912.67,23
15290,39:00.0,18,7943.22,4
13667,42:00.0,1,305.02,149
13040,38:00.0,2,676.99,8
16372,08:00.0,2,367.93,33
12585,39:00.0,2,2040.1,234
16913,56:00.0,1,113.44,290
13581,41:00.0,1,118,309
17995,30:00.0,1,76.1,281
14606,28:00.0,93,12156.65,1
12685,46:00.0,6,2863.08,28
14849,58:00.0,25,7930.54,21
16770,21:00.0,5,770.1,57
15104,29:00.0,2,1027.44,196
12940,09:00.0,2,913.54,54
12691,49:00.0,6,1035.8,28
12442,22:00.0,1,172.06,3
17268,06:00.0,4,763.64,107
17019,06:00.0,4,1272.61,11
14855,02:00.0,2,645.65,119
17162,34:00.0,10,1715.46,28
12791,27:00.0,1,192.6,373
